suburb,state,postcode,year,month,listings,properties,vr
Nunderi,NSW,2484,2011,11,51,1972,0.0259
Nunderi,NSW,2484,2011,12,50,1974,0.0253
Nunderi,NSW,2484,2012,1,35,1976,0.0177
Nunderi,NSW,2484,2012,2,31,1978,0.0157
Nunderi,NSW,2484,2012,3,40,1979,0.0202
Nunderi,NSW,2484,2012,4,31,1981,0.0156
Nunderi,NSW,2484,2012,5,30,1983,0.0151
Nunderi,NSW,2484,2012,6,35,1985,0.0176
Nunderi,NSW,2484,2012,7,31,1987,0.0156
Nunderi,NSW,2484,2012,8,35,1988,0.0176
Nunderi,NSW,2484,2012,9,43,1990,0.0216
Nunderi,NSW,2484,2012,10,50,1992,0.0251
Nunderi,NSW,2484,2012,11,38,1994,0.0191
Nunderi,NSW,2484,2012,12,38,1996,0.0190
Nunderi,NSW,2484,2013,1,36,1997,0.0180
Nunderi,NSW,2484,2013,2,36,1999,0.0180
Nunderi,NSW,2484,2013,3,31,2001,0.0155
Nunderi,NSW,2484,2013,4,25,2003,0.0125
Nunderi,NSW,2484,2013,5,26,2004,0.0130
Nunderi,NSW,2484,2013,6,30,2006,0.0150
Nunderi,NSW,2484,2013,7,31,2008,0.0154
Nunderi,NSW,2484,2013,8,43,2010,0.0214
Nunderi,NSW,2484,2013,9,40,2012,0.0199
Nunderi,NSW,2484,2013,10,33,2013,0.0164
Nunderi,NSW,2484,2013,11,27,2015,0.0134
Nunderi,NSW,2484,2013,12,34,2017,0.0169
Nunderi,NSW,2484,2014,1,19,2019,0.0094
Nunderi,NSW,2484,2014,2,14,2021,0.0069
Nunderi,NSW,2484,2014,3,11,2022,0.0054
Nunderi,NSW,2484,2014,4,22,2024,0.0109
Nunderi,NSW,2484,2014,5,23,2026,0.0114
Nunderi,NSW,2484,2014,6,23,2028,0.0113
Nunderi,NSW,2484,2014,7,23,2029,0.0113
Nunderi,NSW,2484,2014,8,30,2031,0.0148
Nunderi,NSW,2484,2014,9,16,2033,0.0079
Nunderi,NSW,2484,2014,10,23,2035,0.0113
Nunderi,NSW,2484,2014,11,22,2037,0.0108
Nunderi,NSW,2484,2014,12,31,2038,0.0152
Nunderi,NSW,2484,2015,1,21,2040,0.0103
Nunderi,NSW,2484,2015,2,17,2042,0.0083
Nunderi,NSW,2484,2015,3,24,2044,0.0117
Nunderi,NSW,2484,2015,4,14,2045,0.0068
Nunderi,NSW,2484,2015,5,15,2047,0.0073
Nunderi,NSW,2484,2015,6,25,2049,0.0122
Nunderi,NSW,2484,2015,7,21,2051,0.0102
Nunderi,NSW,2484,2015,8,12,2053,0.0058
Nunderi,NSW,2484,2015,9,14,2054,0.0068
Nunderi,NSW,2484,2015,10,14,2056,0.0068
Nunderi,NSW,2484,2015,11,13,2058,0.0063
Nunderi,NSW,2484,2015,12,18,2060,0.0087
Nunderi,NSW,2484,2016,1,11,2062,0.0053
Nunderi,NSW,2484,2016,2,12,2063,0.0058
Nunderi,NSW,2484,2016,3,23,2065,0.0111
Nunderi,NSW,2484,2016,4,24,2067,0.0116
Nunderi,NSW,2484,2016,5,16,2069,0.0077
Nunderi,NSW,2484,2016,6,18,2070,0.0087
Nunderi,NSW,2484,2016,7,20,2072,0.0097
Nunderi,NSW,2484,2016,8,18,2074,0.0087
Nunderi,NSW,2484,2016,9,9,2070,0.0043
Nunderi,NSW,2484,2016,10,16,2066,0.0077
Nunderi,NSW,2484,2016,11,10,2062,0.0048
Nunderi,NSW,2484,2016,12,18,2057,0.0088
Nunderi,NSW,2484,2017,1,7,2053,0.0034
Nunderi,NSW,2484,2017,2,17,2049,0.0083
Nunderi,NSW,2484,2017,3,17,2045,0.0083
Nunderi,NSW,2484,2017,4,14,2041,0.0069
Nunderi,NSW,2484,2017,5,18,2036,0.0088
Nunderi,NSW,2484,2017,6,14,2032,0.0069
Nunderi,NSW,2484,2017,7,15,2028,0.0074
Nunderi,NSW,2484,2017,8,12,2024,0.0059
Nunderi,NSW,2484,2017,9,13,2020,0.0064
Nunderi,NSW,2484,2017,10,23,2016,0.0114
Nunderi,NSW,2484,2017,11,23,2011,0.0114
Nunderi,NSW,2484,2017,12,18,2007,0.0090
Nunderi,NSW,2484,2018,1,13,2003,0.0065
Nunderi,NSW,2484,2018,2,18,1999,0.0090
Nunderi,NSW,2484,2018,3,24,1995,0.0120
Nunderi,NSW,2484,2018,4,14,1991,0.0070
Nunderi,NSW,2484,2018,5,17,1986,0.0086
Nunderi,NSW,2484,2018,6,21,1982,0.0106
Nunderi,NSW,2484,2018,7,13,1978,0.0066
Nunderi,NSW,2484,2018,8,20,1974,0.0101
Nunderi,NSW,2484,2018,9,26,1970,0.0132
Nunderi,NSW,2484,2018,10,17,1966,0.0086
Nunderi,NSW,2484,2018,11,15,1961,0.0076
Nunderi,NSW,2484,2018,12,19,1957,0.0097
Nunderi,NSW,2484,2019,1,15,1953,0.0077
Nunderi,NSW,2484,2019,2,26,1949,0.0133
Nunderi,NSW,2484,2019,3,17,1945,0.0087
Nunderi,NSW,2484,2019,4,23,1941,0.0118
Nunderi,NSW,2484,2019,5,21,1936,0.0108
Nunderi,NSW,2484,2019,6,23,1932,0.0119
Nunderi,NSW,2484,2019,7,30,1928,0.0156
Nunderi,NSW,2484,2019,8,18,1924,0.0094
Nunderi,NSW,2484,2019,9,21,1920,0.0109
Nunderi,NSW,2484,2019,10,24,1916,0.0125
Nunderi,NSW,2484,2019,11,34,1912,0.0178
Nunderi,NSW,2484,2019,12,26,1907,0.0136
Nunderi,NSW,2484,2020,1,21,1903,0.0110
Nunderi,NSW,2484,2020,2,21,1899,0.0111
Nunderi,NSW,2484,2020,3,13,1895,0.0069
Nunderi,NSW,2484,2020,4,23,1891,0.0122
Nunderi,NSW,2484,2020,5,17,1886,0.0090
Nunderi,NSW,2484,2020,6,14,1882,0.0074
Nunderi,NSW,2484,2020,7,9,1878,0.0048
Nunderi,NSW,2484,2020,8,9,1874,0.0048
Nunderi,NSW,2484,2020,9,8,1870,0.0043
Nunderi,NSW,2484,2020,10,7,1866,0.0038
Nunderi,NSW,2484,2020,11,4,1861,0.0021
Nunderi,NSW,2484,2020,12,8,1857,0.0043
Nunderi,NSW,2484,2021,1,5,1853,0.0027
Nunderi,NSW,2484,2021,2,2,1849,0.0011
Nunderi,NSW,2484,2021,3,4,1845,0.0022
Nunderi,NSW,2484,2021,4,4,1841,0.0022
Nunderi,NSW,2484,2021,5,7,1836,0.0038
Nunderi,NSW,2484,2021,6,11,1832,0.0060
Nunderi,NSW,2484,2021,7,11,1828,0.0060
Nunderi,NSW,2484,2021,8,10,1824,0.0055
Nunderi,NSW,2484,2021,9,8,1820,0.0044
Nunderi,NSW,2484,2021,10,7,1816,0.0039
Nunderi,NSW,2484,2021,11,6,1812,0.0033
Nunderi,NSW,2484,2021,12,8,1807,0.0044
Nunderi,NSW,2484,2022,1,11,1803,0.0061
Nunderi,NSW,2484,2022,2,11,1799,0.0061
Nunderi,NSW,2484,2022,3,8,1795,0.0045
Nunderi,NSW,2484,2022,4,11,1791,0.0061
Nunderi,NSW,2484,2022,5,9,1786,0.0050
Nunderi,NSW,2484,2022,6,11,1782,0.0062
Nunderi,NSW,2484,2022,7,5,1778,0.0028
Nunderi,NSW,2484,2022,8,14,1774,0.0079
Nunderi,NSW,2484,2022,9,9,1770,0.0051
Nunderi,NSW,2484,2022,10,5,1766,0.0028
Nunderi,NSW,2484,2022,11,8,1762,0.0045
Nunderi,NSW,2484,2022,12,12,1757,0.0068
Nunderi,NSW,2484,2023,1,20,1753,0.0114
Nunderi,NSW,2484,2023,2,21,1749,0.0120
Nunderi,NSW,2484,2023,3,21,1745,0.0120
Nunderi,NSW,2484,2023,4,25,1741,0.0144
Nunderi,NSW,2484,2023,5,25,1736,0.0144
Nunderi,NSW,2484,2023,6,29,1732,0.0167
Nunderi,NSW,2484,2023,7,19,1728,0.0110
Nunderi,NSW,2484,2023,8,21,1724,0.0122
Nunderi,NSW,2484,2023,9,18,1720,0.0105
Nunderi,NSW,2484,2023,10,10,1716,0.0058
Nunderi,NSW,2484,2023,11,17,1712,0.0099
Nunderi,NSW,2484,2023,12,10,1707,0.0059
Nunderi,NSW,2484,2024,1,16,1703,0.0094
Nunderi,NSW,2484,2024,2,15,1699,0.0088
Nunderi,NSW,2484,2024,3,19,1695,0.0112
Nunderi,NSW,2484,2024,4,13,1691,0.0077
Nunderi,NSW,2484,2024,5,16,1686,0.0095
Nunderi,NSW,2484,2024,6,21,1682,0.0125
Nunderi,NSW,2484,2024,7,15,1678,0.0089
Nunderi,NSW,2484,2024,8,25,1674,0.0149
Nunderi,NSW,2484,2024,9,13,1670,0.0078
Nunderi,NSW,2484,2024,10,17,1666,0.0102
Nunderi,NSW,2484,2024,11,7,1661,0.0042
Nunderi,NSW,2484,2024,12,12,1657,0.0072
Nunderi,NSW,2484,2025,1,10,1653,0.0060
Nunderi,NSW,2484,2025,2,12,1649,0.0073
Nunderi,NSW,2484,2025,3,12,1645,0.0073
Nunderi,NSW,2484,2025,4,9,1641,0.0055
Nunderi,NSW,2484,2025,5,16,1636,0.0098
Nunderi,NSW,2484,2025,6,15,1632,0.0092
Nunderi,NSW,2484,2025,7,11,1628,0.0068
Nunderi,NSW,2484,2025,8,14,1624,0.0086
Nunderi,NSW,2484,2025,9,11,1620,0.0068
Nunderi,NSW,2484,2025,10,10,1616,0.0062
Nunderi,NSW,2484,2025,11,18,1611,0.0112
Nunderi,NSW,2484,2025,12,13,1607,0.0081
Nunderi,NSW,2484,2026,1,15,1603,0.0094
Nunderi,NSW,2484,2026,2,12,1599,0.0075
Nunderi,NSW,2484,2026,3,10,1595,0.0063
Nunderi,NSW,2484,2026,4,16,1591,0.0101
Nunderi,NSW,2484,2026,5,8,1586,0.0050
Nunderi,NSW,2484,2026,6,6,1582,0.0038
Nunderi,NSW,2484,2026,7,5,1578,0.0032
Nyngan,NSW,2825,2007,1,8,377,0.0212
Nyngan,NSW,2825,2007,7,8,378,0.0212
Nyngan,NSW,2825,2008,8,6,379,0.0158
Nyngan,NSW,2825,2008,9,5,379,0.0132
Nyngan,NSW,2825,2008,10,2,379,0.0053
Nyngan,NSW,2825,2008,11,10,379,0.0264
Nyngan,NSW,2825,2008,12,6,379,0.0158
Nyngan,NSW,2825,2009,1,2,379,0.0053
Nyngan,NSW,2825,2009,2,2,379,0.0053
Nyngan,NSW,2825,2009,3,2,380,0.0053
Nyngan,NSW,2825,2009,4,2,380,0.0053
Nyngan,NSW,2825,2009,5,5,380,0.0132
Nyngan,NSW,2825,2009,6,1,380,0.0026
Nyngan,NSW,2825,2009,8,0,380,0.0000
Nyngan,NSW,2825,2009,9,1,380,0.0026
Nyngan,NSW,2825,2009,10,2,380,0.0053
Nyngan,NSW,2825,2009,11,6,380,0.0158
Nyngan,NSW,2825,2009,12,3,380,0.0079
Nyngan,NSW,2825,2010,1,4,380,0.0105
Nyngan,NSW,2825,2010,2,3,380,0.0079
Nyngan,NSW,2825,2010,3,1,381,0.0026
Nyngan,NSW,2825,2010,4,0,381,0.0000
Nyngan,NSW,2825,2010,5,0,381,0.0000
Nyngan,NSW,2825,2010,6,0,381,0.0000
Nyngan,NSW,2825,2010,7,1,381,0.0026
Nyngan,NSW,2825,2010,8,0,381,0.0000
Nyngan,NSW,2825,2010,9,0,381,0.0000
Nyngan,NSW,2825,2010,10,0,381,0.0000
Nyngan,NSW,2825,2010,11,0,381,0.0000
Nyngan,NSW,2825,2010,12,0,381,0.0000
Nyngan,NSW,2825,2011,1,0,381,0.0000
Nyngan,NSW,2825,2011,2,0,381,0.0000
Nyngan,NSW,2825,2011,3,0,382,0.0000
Nyngan,NSW,2825,2011,4,0,382,0.0000
Nyngan,NSW,2825,2011,5,0,382,0.0000
Nyngan,NSW,2825,2011,6,0,382,0.0000
Nyngan,NSW,2825,2011,7,0,382,0.0000
Nyngan,NSW,2825,2011,8,0,382,0.0000
Nyngan,NSW,2825,2011,9,0,382,0.0000
Nyngan,NSW,2825,2011,10,0,382,0.0000
Nyngan,NSW,2825,2011,11,0,383,0.0000
Nyngan,NSW,2825,2011,12,0,383,0.0000
Nyngan,NSW,2825,2012,1,0,383,0.0000
Nyngan,NSW,2825,2012,2,0,383,0.0000
Nyngan,NSW,2825,2012,3,0,384,0.0000
Nyngan,NSW,2825,2012,4,0,384,0.0000
Nyngan,NSW,2825,2012,5,0,384,0.0000
Nyngan,NSW,2825,2012,6,0,384,0.0000
Nyngan,NSW,2825,2012,7,0,385,0.0000
Nyngan,NSW,2825,2012,8,0,385,0.0000
Nyngan,NSW,2825,2012,9,0,385,0.0000
Nyngan,NSW,2825,2012,10,0,385,0.0000
Nyngan,NSW,2825,2012,11,0,386,0.0000
Nyngan,NSW,2825,2012,12,0,386,0.0000
Nyngan,NSW,2825,2013,1,0,386,0.0000
Nyngan,NSW,2825,2013,2,0,386,0.0000
Nyngan,NSW,2825,2013,3,0,386,0.0000
Nyngan,NSW,2825,2013,4,1,387,0.0026
Nyngan,NSW,2825,2013,5,1,387,0.0026
Nyngan,NSW,2825,2013,6,0,387,0.0000
Nyngan,NSW,2825,2013,7,0,387,0.0000
Nyngan,NSW,2825,2013,8,0,388,0.0000
Nyngan,NSW,2825,2013,9,0,388,0.0000
Nyngan,NSW,2825,2013,10,0,388,0.0000
Nyngan,NSW,2825,2013,11,0,388,0.0000
Nyngan,NSW,2825,2013,12,0,389,0.0000
Nyngan,NSW,2825,2014,1,1,389,0.0026
Nyngan,NSW,2825,2014,2,4,389,0.0103
Nyngan,NSW,2825,2014,3,4,389,0.0103
Nyngan,NSW,2825,2014,4,3,389,0.0077
Nyngan,NSW,2825,2014,5,2,390,0.0051
Nyngan,NSW,2825,2014,6,2,390,0.0051
Nyngan,NSW,2825,2014,7,1,390,0.0026
Nyngan,NSW,2825,2014,8,1,390,0.0026
Nyngan,NSW,2825,2014,9,1,391,0.0026
Nyngan,NSW,2825,2014,10,1,391,0.0026
Nyngan,NSW,2825,2014,11,1,391,0.0026
Nyngan,NSW,2825,2014,12,1,391,0.0026
Nyngan,NSW,2825,2015,1,1,392,0.0026
Nyngan,NSW,2825,2015,2,1,392,0.0026
Nyngan,NSW,2825,2015,3,1,392,0.0026
Nyngan,NSW,2825,2015,4,1,392,0.0026
Nyngan,NSW,2825,2015,5,1,393,0.0025
Nyngan,NSW,2825,2015,6,2,393,0.0051
Nyngan,NSW,2825,2015,7,1,393,0.0025
Nyngan,NSW,2825,2015,8,1,393,0.0025
Nyngan,NSW,2825,2015,9,1,393,0.0025
Nyngan,NSW,2825,2015,10,1,394,0.0025
Nyngan,NSW,2825,2015,11,3,394,0.0076
Nyngan,NSW,2825,2015,12,3,394,0.0076
Nyngan,NSW,2825,2016,1,5,394,0.0127
Nyngan,NSW,2825,2016,2,4,395,0.0101
Nyngan,NSW,2825,2016,3,3,395,0.0076
Nyngan,NSW,2825,2016,4,1,395,0.0025
Nyngan,NSW,2825,2016,5,0,395,0.0000
Nyngan,NSW,2825,2016,6,1,396,0.0025
Nyngan,NSW,2825,2016,7,1,396,0.0025
Nyngan,NSW,2825,2016,8,0,396,0.0000
Nyngan,NSW,2825,2016,9,0,394,0.0000
Nyngan,NSW,2825,2016,10,0,392,0.0000
Nyngan,NSW,2825,2016,11,0,391,0.0000
Nyngan,NSW,2825,2016,12,0,389,0.0000
Nyngan,NSW,2825,2017,1,1,387,0.0026
Nyngan,NSW,2825,2017,2,0,385,0.0000
Nyngan,NSW,2825,2017,3,0,383,0.0000
Nyngan,NSW,2825,2017,4,1,381,0.0026
Nyngan,NSW,2825,2017,5,3,380,0.0079
Nyngan,NSW,2825,2017,6,2,378,0.0053
Nyngan,NSW,2825,2017,7,2,376,0.0053
Nyngan,NSW,2825,2017,8,0,374,0.0000
Nyngan,NSW,2825,2017,9,0,372,0.0000
Nyngan,NSW,2825,2017,10,0,371,0.0000
Nyngan,NSW,2825,2017,11,0,369,0.0000
Nyngan,NSW,2825,2017,12,0,367,0.0000
Nyngan,NSW,2825,2018,1,0,365,0.0000
Nyngan,NSW,2825,2018,2,0,363,0.0000
Nyngan,NSW,2825,2018,3,1,361,0.0028
Nyngan,NSW,2825,2018,4,1,360,0.0028
Nyngan,NSW,2825,2018,5,0,358,0.0000
Nyngan,NSW,2825,2018,6,2,356,0.0056
Nyngan,NSW,2825,2018,7,0,354,0.0000
Nyngan,NSW,2825,2018,8,0,352,0.0000
Nyngan,NSW,2825,2018,9,2,351,0.0057
Nyngan,NSW,2825,2018,10,2,349,0.0057
Nyngan,NSW,2825,2018,11,3,347,0.0086
Nyngan,NSW,2825,2018,12,2,345,0.0058
Nyngan,NSW,2825,2019,1,0,343,0.0000
Nyngan,NSW,2825,2019,2,1,342,0.0029
Nyngan,NSW,2825,2019,3,1,340,0.0029
Nyngan,NSW,2825,2019,4,1,338,0.0030
Nyngan,NSW,2825,2019,5,1,336,0.0030
Nyngan,NSW,2825,2019,6,0,334,0.0000
Nyngan,NSW,2825,2019,7,0,332,0.0000
Nyngan,NSW,2825,2019,8,2,331,0.0060
Nyngan,NSW,2825,2019,9,1,329,0.0030
Nyngan,NSW,2825,2019,10,4,327,0.0122
Nyngan,NSW,2825,2019,11,2,325,0.0062
Nyngan,NSW,2825,2019,12,3,323,0.0093
Nyngan,NSW,2825,2020,1,1,322,0.0031
Nyngan,NSW,2825,2020,2,4,320,0.0125
Nyngan,NSW,2825,2020,3,6,318,0.0189
Nyngan,NSW,2825,2020,4,6,316,0.0190
Nyngan,NSW,2825,2020,5,5,314,0.0159
Nyngan,NSW,2825,2020,6,5,312,0.0160
Nyngan,NSW,2825,2020,7,2,311,0.0064
Nyngan,NSW,2825,2020,8,0,309,0.0000
Nyngan,NSW,2825,2020,9,0,307,0.0000
Nyngan,NSW,2825,2020,10,1,305,0.0033
Nyngan,NSW,2825,2020,11,1,303,0.0033
Nyngan,NSW,2825,2020,12,2,302,0.0066
Nyngan,NSW,2825,2021,1,2,300,0.0067
Nyngan,NSW,2825,2021,2,2,298,0.0067
Nyngan,NSW,2825,2021,3,0,296,0.0000
Nyngan,NSW,2825,2021,4,0,294,0.0000
Nyngan,NSW,2825,2021,5,0,292,0.0000
Nyngan,NSW,2825,2021,6,0,291,0.0000
Nyngan,NSW,2825,2021,7,0,289,0.0000
Nyngan,NSW,2825,2021,8,1,287,0.0035
Nyngan,NSW,2825,2021,9,0,285,0.0000
Nyngan,NSW,2825,2021,10,0,283,0.0000
Nyngan,NSW,2825,2021,11,0,282,0.0000
Nyngan,NSW,2825,2021,12,0,280,0.0000
Nyngan,NSW,2825,2022,1,1,278,0.0036
Nyngan,NSW,2825,2022,2,0,276,0.0000
Nyngan,NSW,2825,2022,3,0,274,0.0000
Nyngan,NSW,2825,2022,4,3,272,0.0110
Nyngan,NSW,2825,2022,5,0,271,0.0000
Nyngan,NSW,2825,2022,6,1,269,0.0037
Nyngan,NSW,2825,2022,7,1,267,0.0037
Nyngan,NSW,2825,2022,8,1,265,0.0038
Nyngan,NSW,2825,2022,9,0,263,0.0000
Nyngan,NSW,2825,2022,10,1,262,0.0038
Nyngan,NSW,2825,2022,11,0,260,0.0000
Nyngan,NSW,2825,2022,12,0,258,0.0000
Nyngan,NSW,2825,2023,1,0,256,0.0000
Nyngan,NSW,2825,2023,2,1,254,0.0039
Nyngan,NSW,2825,2023,3,0,252,0.0000
Nyngan,NSW,2825,2023,4,0,251,0.0000
Nyngan,NSW,2825,2023,5,0,249,0.0000
Nyngan,NSW,2825,2023,6,0,247,0.0000
Nyngan,NSW,2825,2023,7,0,245,0.0000
Nyngan,NSW,2825,2023,8,0,243,0.0000
Nyngan,NSW,2825,2023,9,0,242,0.0000
Nyngan,NSW,2825,2023,10,0,240,0.0000
Nyngan,NSW,2825,2023,11,0,238,0.0000
Nyngan,NSW,2825,2023,12,0,236,0.0000
Nyngan,NSW,2825,2024,1,0,234,0.0000
Nyngan,NSW,2825,2024,2,0,232,0.0000
Nyngan,NSW,2825,2024,3,0,231,0.0000
Nyngan,NSW,2825,2024,4,1,229,0.0044
Nyngan,NSW,2825,2024,5,0,227,0.0000
Nyngan,NSW,2825,2024,6,0,225,0.0000
Nyngan,NSW,2825,2024,7,0,223,0.0000
Nyngan,NSW,2825,2024,8,0,222,0.0000
Nyngan,NSW,2825,2024,9,0,220,0.0000
Nyngan,NSW,2825,2024,10,0,218,0.0000
Nyngan,NSW,2825,2024,11,0,216,0.0000
Nyngan,NSW,2825,2024,12,0,214,0.0000
Nyngan,NSW,2825,2025,1,0,213,0.0000
Nyngan,NSW,2825,2025,2,1,211,0.0047
Nyngan,NSW,2825,2025,3,0,209,0.0000
Nyngan,NSW,2825,2025,4,2,207,0.0097
Nyngan,NSW,2825,2025,5,1,205,0.0049
Nyngan,NSW,2825,2025,6,1,203,0.0049
Nyngan,NSW,2825,2025,7,1,202,0.0050
Nyngan,NSW,2825,2025,8,1,200,0.0050
Nyngan,NSW,2825,2025,9,0,198,0.0000
Nyngan,NSW,2825,2025,10,0,196,0.0000
Nyngan,NSW,2825,2025,11,0,194,0.0000
Nyngan,NSW,2825,2025,12,1,193,0.0052
Nyngan,NSW,2825,2026,1,1,191,0.0052
Nyngan,NSW,2825,2026,2,0,189,0.0000
Nyngan,NSW,2825,2026,3,0,187,0.0000
Nyngan,NSW,2825,2026,4,0,185,0.0000
Nyngan,NSW,2825,2026,5,0,183,0.0000
Nyngan,NSW,2825,2026,6,0,182,0.0000
Nyngan,NSW,2825,2026,7,0,180,0.0000
Old Adaminaby,NSW,2629,2007,11,1,131,0.0076
Old Adaminaby,NSW,2629,2008,1,1,129,0.0078
Old Adaminaby,NSW,2629,2009,3,1,112,0.0089
Old Adaminaby,NSW,2629,2009,4,0,111,0.0000
Old Adaminaby,NSW,2629,2009,5,0,110,0.0000
Old Adaminaby,NSW,2629,2009,9,0,105,0.0000
Old Adaminaby,NSW,2629,2009,10,0,104,0.0000
Old Adaminaby,NSW,2629,2009,11,0,103,0.0000
Old Adaminaby,NSW,2629,2009,12,0,102,0.0000
Old Adaminaby,NSW,2629,2010,1,0,100,0.0000
Old Adaminaby,NSW,2629,2010,2,0,99,0.0000
Old Adaminaby,NSW,2629,2010,3,0,98,0.0000
Old Adaminaby,NSW,2629,2010,4,0,97,0.0000
Old Adaminaby,NSW,2629,2010,5,0,96,0.0000
Old Adaminaby,NSW,2629,2010,6,0,95,0.0000
Old Adaminaby,NSW,2629,2010,7,0,93,0.0000
Old Adaminaby,NSW,2629,2010,8,0,92,0.0000
Old Adaminaby,NSW,2629,2010,9,0,91,0.0000
Old Adaminaby,NSW,2629,2010,10,0,90,0.0000
Old Adaminaby,NSW,2629,2010,11,0,89,0.0000
Old Adaminaby,NSW,2629,2010,12,0,87,0.0000
Old Adaminaby,NSW,2629,2011,1,0,86,0.0000
Old Adaminaby,NSW,2629,2011,2,0,85,0.0000
Old Adaminaby,NSW,2629,2011,3,0,84,0.0000
Old Adaminaby,NSW,2629,2011,4,0,83,0.0000
Old Adaminaby,NSW,2629,2011,5,0,82,0.0000
Old Adaminaby,NSW,2629,2011,6,0,80,0.0000
Old Adaminaby,NSW,2629,2011,7,0,79,0.0000
Old Adaminaby,NSW,2629,2011,8,0,78,0.0000
Old Adaminaby,NSW,2629,2011,9,0,78,0.0000
Old Adaminaby,NSW,2629,2011,10,0,78,0.0000
Old Adaminaby,NSW,2629,2011,11,0,78,0.0000
Old Adaminaby,NSW,2629,2011,12,0,78,0.0000
Old Adaminaby,NSW,2629,2012,1,0,78,0.0000
Old Adaminaby,NSW,2629,2012,2,0,78,0.0000
Old Adaminaby,NSW,2629,2012,3,0,78,0.0000
Old Adaminaby,NSW,2629,2012,4,0,78,0.0000
Old Adaminaby,NSW,2629,2012,5,0,78,0.0000
Old Adaminaby,NSW,2629,2012,6,0,78,0.0000
Old Adaminaby,NSW,2629,2012,7,0,78,0.0000
Old Adaminaby,NSW,2629,2012,8,0,78,0.0000
Old Adaminaby,NSW,2629,2012,9,0,78,0.0000
Old Adaminaby,NSW,2629,2012,10,0,78,0.0000
Old Adaminaby,NSW,2629,2012,11,0,79,0.0000
Old Adaminaby,NSW,2629,2012,12,2,79,0.0253
Old Adaminaby,NSW,2629,2013,1,2,79,0.0253
Old Adaminaby,NSW,2629,2013,2,3,79,0.0380
Old Adaminaby,NSW,2629,2013,3,3,79,0.0380
Old Adaminaby,NSW,2629,2013,4,1,79,0.0127
Old Adaminaby,NSW,2629,2013,5,1,79,0.0127
Old Adaminaby,NSW,2629,2013,6,1,79,0.0127
Old Adaminaby,NSW,2629,2013,7,1,79,0.0127
Old Adaminaby,NSW,2629,2013,8,1,79,0.0127
Old Adaminaby,NSW,2629,2013,9,2,79,0.0253
Old Adaminaby,NSW,2629,2013,10,2,79,0.0253
Old Adaminaby,NSW,2629,2013,11,2,79,0.0253
Old Adaminaby,NSW,2629,2013,12,2,79,0.0253
Old Adaminaby,NSW,2629,2014,1,3,79,0.0380
Old Adaminaby,NSW,2629,2014,2,3,79,0.0380
Old Adaminaby,NSW,2629,2014,3,3,79,0.0380
Old Adaminaby,NSW,2629,2014,4,1,79,0.0127
Old Adaminaby,NSW,2629,2014,5,0,79,0.0000
Old Adaminaby,NSW,2629,2014,6,0,79,0.0000
Old Adaminaby,NSW,2629,2014,7,0,79,0.0000
Old Adaminaby,NSW,2629,2014,8,0,79,0.0000
Old Adaminaby,NSW,2629,2014,9,2,79,0.0253
Old Adaminaby,NSW,2629,2014,10,2,79,0.0253
Old Adaminaby,NSW,2629,2014,11,0,79,0.0000
Old Adaminaby,NSW,2629,2014,12,0,79,0.0000
Old Adaminaby,NSW,2629,2015,1,1,79,0.0127
Old Adaminaby,NSW,2629,2015,2,1,79,0.0127
Old Adaminaby,NSW,2629,2015,3,1,79,0.0127
Old Adaminaby,NSW,2629,2015,4,1,79,0.0127
Old Adaminaby,NSW,2629,2015,5,1,79,0.0127
Old Adaminaby,NSW,2629,2015,6,0,80,0.0000
Old Adaminaby,NSW,2629,2015,7,3,80,0.0375
Old Adaminaby,NSW,2629,2015,8,1,80,0.0125
Old Adaminaby,NSW,2629,2015,9,2,80,0.0250
Old Adaminaby,NSW,2629,2015,10,1,80,0.0125
Old Adaminaby,NSW,2629,2015,11,1,80,0.0125
Old Adaminaby,NSW,2629,2015,12,2,80,0.0250
Old Adaminaby,NSW,2629,2016,1,0,80,0.0000
Old Adaminaby,NSW,2629,2016,2,0,80,0.0000
Old Adaminaby,NSW,2629,2016,3,0,80,0.0000
Old Adaminaby,NSW,2629,2016,4,0,80,0.0000
Old Adaminaby,NSW,2629,2016,5,0,80,0.0000
Old Adaminaby,NSW,2629,2016,6,0,80,0.0000
Old Adaminaby,NSW,2629,2016,7,0,80,0.0000
Old Adaminaby,NSW,2629,2016,8,0,80,0.0000
Old Adaminaby,NSW,2629,2016,9,2,80,0.0250
Old Adaminaby,NSW,2629,2016,10,0,80,0.0000
Old Adaminaby,NSW,2629,2016,11,0,80,0.0000
Old Adaminaby,NSW,2629,2016,12,0,80,0.0000
Old Adaminaby,NSW,2629,2017,1,0,80,0.0000
Old Adaminaby,NSW,2629,2017,2,0,80,0.0000
Old Adaminaby,NSW,2629,2017,3,3,80,0.0375
Old Adaminaby,NSW,2629,2017,4,3,80,0.0375
Old Adaminaby,NSW,2629,2017,5,0,80,0.0000
Old Adaminaby,NSW,2629,2017,6,0,80,0.0000
Old Adaminaby,NSW,2629,2017,7,0,80,0.0000
Old Adaminaby,NSW,2629,2017,8,0,80,0.0000
Old Adaminaby,NSW,2629,2017,9,0,80,0.0000
Old Adaminaby,NSW,2629,2017,10,0,80,0.0000
Old Adaminaby,NSW,2629,2017,11,0,80,0.0000
Old Adaminaby,NSW,2629,2017,12,0,80,0.0000
